time_key,full_time,hour,minute,second,period,shift
185232,18:52:32.0000000,18,52,32,PM,Night
185233,18:52:33.0000000,18,52,33,PM,Night
185234,18:52:34.0000000,18,52,34,PM,Night
185235,18:52:35.0000000,18,52,35,PM,Night
185236,18:52:36.0000000,18,52,36,PM,Night
185237,18:52:37.0000000,18,52,37,PM,Night
185238,18:52:38.0000000,18,52,38,PM,Night
185239,18:52:39.0000000,18,52,39,PM,Night
185240,18:52:40.0000000,18,52,40,PM,Night
185241,18:52:41.0000000,18,52,41,PM,Night
185242,18:52:42.0000000,18,52,42,PM,Night
185243,18:52:43.0000000,18,52,43,PM,Night
185244,18:52:44.0000000,18,52,44,PM,Night
185245,18:52:45.0000000,18,52,45,PM,Night
185246,18:52:46.0000000,18,52,46,PM,Night
185247,18:52:47.0000000,18,52,47,PM,Night
185248,18:52:48.0000000,18,52,48,PM,Night
185249,18:52:49.0000000,18,52,49,PM,Night
185250,18:52:50.0000000,18,52,50,PM,Night
185251,18:52:51.0000000,18,52,51,PM,Night
185252,18:52:52.0000000,18,52,52,PM,Night
185253,18:52:53.0000000,18,52,53,PM,Night
185254,18:52:54.0000000,18,52,54,PM,Night
185255,18:52:55.0000000,18,52,55,PM,Night
185256,18:52:56.0000000,18,52,56,PM,Night
185257,18:52:57.0000000,18,52,57,PM,Night
185258,18:52:58.0000000,18,52,58,PM,Night
185259,18:52:59.0000000,18,52,59,PM,Night
185300,18:53:00.0000000,18,53,0,PM,Night
185301,18:53:01.0000000,18,53,1,PM,Night
185302,18:53:02.0000000,18,53,2,PM,Night
185303,18:53:03.0000000,18,53,3,PM,Night
185304,18:53:04.0000000,18,53,4,PM,Night
185305,18:53:05.0000000,18,53,5,PM,Night
185306,18:53:06.0000000,18,53,6,PM,Night
185307,18:53:07.0000000,18,53,7,PM,Night
185308,18:53:08.0000000,18,53,8,PM,Night
185309,18:53:09.0000000,18,53,9,PM,Night
185310,18:53:10.0000000,18,53,10,PM,Night
185311,18:53:11.0000000,18,53,11,PM,Night
185312,18:53:12.0000000,18,53,12,PM,Night
185313,18:53:13.0000000,18,53,13,PM,Night
185314,18:53:14.0000000,18,53,14,PM,Night
185315,18:53:15.0000000,18,53,15,PM,Night
185316,18:53:16.0000000,18,53,16,PM,Night
185317,18:53:17.0000000,18,53,17,PM,Night
185318,18:53:18.0000000,18,53,18,PM,Night
185319,18:53:19.0000000,18,53,19,PM,Night
185320,18:53:20.0000000,18,53,20,PM,Night
185321,18:53:21.0000000,18,53,21,PM,Night
185322,18:53:22.0000000,18,53,22,PM,Night
185323,18:53:23.0000000,18,53,23,PM,Night
185324,18:53:24.0000000,18,53,24,PM,Night
185325,18:53:25.0000000,18,53,25,PM,Night
185326,18:53:26.0000000,18,53,26,PM,Night
185327,18:53:27.0000000,18,53,27,PM,Night
185328,18:53:28.0000000,18,53,28,PM,Night
185329,18:53:29.0000000,18,53,29,PM,Night
185330,18:53:30.0000000,18,53,30,PM,Night
185331,18:53:31.0000000,18,53,31,PM,Night
185332,18:53:32.0000000,18,53,32,PM,Night
185333,18:53:33.0000000,18,53,33,PM,Night
185334,18:53:34.0000000,18,53,34,PM,Night
185335,18:53:35.0000000,18,53,35,PM,Night
185336,18:53:36.0000000,18,53,36,PM,Night
185337,18:53:37.0000000,18,53,37,PM,Night
185338,18:53:38.0000000,18,53,38,PM,Night
185339,18:53:39.0000000,18,53,39,PM,Night
185340,18:53:40.0000000,18,53,40,PM,Night
185341,18:53:41.0000000,18,53,41,PM,Night
185342,18:53:42.0000000,18,53,42,PM,Night
185343,18:53:43.0000000,18,53,43,PM,Night
185344,18:53:44.0000000,18,53,44,PM,Night
185345,18:53:45.0000000,18,53,45,PM,Night
185346,18:53:46.0000000,18,53,46,PM,Night
185347,18:53:47.0000000,18,53,47,PM,Night
185348,18:53:48.0000000,18,53,48,PM,Night
185349,18:53:49.0000000,18,53,49,PM,Night
185350,18:53:50.0000000,18,53,50,PM,Night
185351,18:53:51.0000000,18,53,51,PM,Night
185352,18:53:52.0000000,18,53,52,PM,Night
185353,18:53:53.0000000,18,53,53,PM,Night
185354,18:53:54.0000000,18,53,54,PM,Night
185355,18:53:55.0000000,18,53,55,PM,Night
185356,18:53:56.0000000,18,53,56,PM,Night
185357,18:53:57.0000000,18,53,57,PM,Night
185358,18:53:58.0000000,18,53,58,PM,Night
185359,18:53:59.0000000,18,53,59,PM,Night
185400,18:54:00.0000000,18,54,0,PM,Night
185401,18:54:01.0000000,18,54,1,PM,Night
185402,18:54:02.0000000,18,54,2,PM,Night
185403,18:54:03.0000000,18,54,3,PM,Night
185404,18:54:04.0000000,18,54,4,PM,Night
185405,18:54:05.0000000,18,54,5,PM,Night
185406,18:54:06.0000000,18,54,6,PM,Night
185407,18:54:07.0000000,18,54,7,PM,Night
185408,18:54:08.0000000,18,54,8,PM,Night
185409,18:54:09.0000000,18,54,9,PM,Night
185410,18:54:10.0000000,18,54,10,PM,Night
185411,18:54:11.0000000,18,54,11,PM,Night
185412,18:54:12.0000000,18,54,12,PM,Night
185413,18:54:13.0000000,18,54,13,PM,Night
185414,18:54:14.0000000,18,54,14,PM,Night
185415,18:54:15.0000000,18,54,15,PM,Night
185416,18:54:16.0000000,18,54,16,PM,Night
185417,18:54:17.0000000,18,54,17,PM,Night
185418,18:54:18.0000000,18,54,18,PM,Night
185419,18:54:19.0000000,18,54,19,PM,Night
185420,18:54:20.0000000,18,54,20,PM,Night
185421,18:54:21.0000000,18,54,21,PM,Night
185422,18:54:22.0000000,18,54,22,PM,Night
185423,18:54:23.0000000,18,54,23,PM,Night
185424,18:54:24.0000000,18,54,24,PM,Night
185425,18:54:25.0000000,18,54,25,PM,Night
185426,18:54:26.0000000,18,54,26,PM,Night
185427,18:54:27.0000000,18,54,27,PM,Night
185428,18:54:28.0000000,18,54,28,PM,Night
185429,18:54:29.0000000,18,54,29,PM,Night
185430,18:54:30.0000000,18,54,30,PM,Night
185431,18:54:31.0000000,18,54,31,PM,Night
185432,18:54:32.0000000,18,54,32,PM,Night
185433,18:54:33.0000000,18,54,33,PM,Night
185434,18:54:34.0000000,18,54,34,PM,Night
185435,18:54:35.0000000,18,54,35,PM,Night
185436,18:54:36.0000000,18,54,36,PM,Night
185437,18:54:37.0000000,18,54,37,PM,Night
185438,18:54:38.0000000,18,54,38,PM,Night
185439,18:54:39.0000000,18,54,39,PM,Night
185440,18:54:40.0000000,18,54,40,PM,Night
185441,18:54:41.0000000,18,54,41,PM,Night
185442,18:54:42.0000000,18,54,42,PM,Night
185443,18:54:43.0000000,18,54,43,PM,Night
185444,18:54:44.0000000,18,54,44,PM,Night
185445,18:54:45.0000000,18,54,45,PM,Night
185446,18:54:46.0000000,18,54,46,PM,Night
185447,18:54:47.0000000,18,54,47,PM,Night
185448,18:54:48.0000000,18,54,48,PM,Night
185449,18:54:49.0000000,18,54,49,PM,Night
185450,18:54:50.0000000,18,54,50,PM,Night
185451,18:54:51.0000000,18,54,51,PM,Night
185452,18:54:52.0000000,18,54,52,PM,Night
185453,18:54:53.0000000,18,54,53,PM,Night
185454,18:54:54.0000000,18,54,54,PM,Night
185455,18:54:55.0000000,18,54,55,PM,Night
185456,18:54:56.0000000,18,54,56,PM,Night
185457,18:54:57.0000000,18,54,57,PM,Night
185458,18:54:58.0000000,18,54,58,PM,Night
185459,18:54:59.0000000,18,54,59,PM,Night
185500,18:55:00.0000000,18,55,0,PM,Night
185501,18:55:01.0000000,18,55,1,PM,Night
185502,18:55:02.0000000,18,55,2,PM,Night
185503,18:55:03.0000000,18,55,3,PM,Night
185504,18:55:04.0000000,18,55,4,PM,Night
185505,18:55:05.0000000,18,55,5,PM,Night
185506,18:55:06.0000000,18,55,6,PM,Night
185507,18:55:07.0000000,18,55,7,PM,Night
185508,18:55:08.0000000,18,55,8,PM,Night
185509,18:55:09.0000000,18,55,9,PM,Night
185510,18:55:10.0000000,18,55,10,PM,Night
185511,18:55:11.0000000,18,55,11,PM,Night
185512,18:55:12.0000000,18,55,12,PM,Night
185513,18:55:13.0000000,18,55,13,PM,Night
185514,18:55:14.0000000,18,55,14,PM,Night
185515,18:55:15.0000000,18,55,15,PM,Night
185516,18:55:16.0000000,18,55,16,PM,Night
185517,18:55:17.0000000,18,55,17,PM,Night
185518,18:55:18.0000000,18,55,18,PM,Night
185519,18:55:19.0000000,18,55,19,PM,Night
185520,18:55:20.0000000,18,55,20,PM,Night
185521,18:55:21.0000000,18,55,21,PM,Night
185522,18:55:22.0000000,18,55,22,PM,Night
185523,18:55:23.0000000,18,55,23,PM,Night
185524,18:55:24.0000000,18,55,24,PM,Night
185525,18:55:25.0000000,18,55,25,PM,Night
185526,18:55:26.0000000,18,55,26,PM,Night
185527,18:55:27.0000000,18,55,27,PM,Night
185528,18:55:28.0000000,18,55,28,PM,Night
185529,18:55:29.0000000,18,55,29,PM,Night
185530,18:55:30.0000000,18,55,30,PM,Night
185531,18:55:31.0000000,18,55,31,PM,Night
185532,18:55:32.0000000,18,55,32,PM,Night
185533,18:55:33.0000000,18,55,33,PM,Night
185534,18:55:34.0000000,18,55,34,PM,Night
185535,18:55:35.0000000,18,55,35,PM,Night
185536,18:55:36.0000000,18,55,36,PM,Night
185537,18:55:37.0000000,18,55,37,PM,Night
185538,18:55:38.0000000,18,55,38,PM,Night
185539,18:55:39.0000000,18,55,39,PM,Night
185540,18:55:40.0000000,18,55,40,PM,Night
185541,18:55:41.0000000,18,55,41,PM,Night
185542,18:55:42.0000000,18,55,42,PM,Night
185543,18:55:43.0000000,18,55,43,PM,Night
185544,18:55:44.0000000,18,55,44,PM,Night
185545,18:55:45.0000000,18,55,45,PM,Night
185546,18:55:46.0000000,18,55,46,PM,Night
185547,18:55:47.0000000,18,55,47,PM,Night
185548,18:55:48.0000000,18,55,48,PM,Night
185549,18:55:49.0000000,18,55,49,PM,Night
185550,18:55:50.0000000,18,55,50,PM,Night
185551,18:55:51.0000000,18,55,51,PM,Night
185552,18:55:52.0000000,18,55,52,PM,Night
185553,18:55:53.0000000,18,55,53,PM,Night
185554,18:55:54.0000000,18,55,54,PM,Night
185555,18:55:55.0000000,18,55,55,PM,Night
185556,18:55:56.0000000,18,55,56,PM,Night
185557,18:55:57.0000000,18,55,57,PM,Night
185558,18:55:58.0000000,18,55,58,PM,Night
185559,18:55:59.0000000,18,55,59,PM,Night
185600,18:56:00.0000000,18,56,0,PM,Night
185601,18:56:01.0000000,18,56,1,PM,Night
185602,18:56:02.0000000,18,56,2,PM,Night
185603,18:56:03.0000000,18,56,3,PM,Night
185604,18:56:04.0000000,18,56,4,PM,Night
185605,18:56:05.0000000,18,56,5,PM,Night
185606,18:56:06.0000000,18,56,6,PM,Night
185607,18:56:07.0000000,18,56,7,PM,Night
185608,18:56:08.0000000,18,56,8,PM,Night
185609,18:56:09.0000000,18,56,9,PM,Night
185610,18:56:10.0000000,18,56,10,PM,Night
185611,18:56:11.0000000,18,56,11,PM,Night
185612,18:56:12.0000000,18,56,12,PM,Night
185613,18:56:13.0000000,18,56,13,PM,Night
185614,18:56:14.0000000,18,56,14,PM,Night
185615,18:56:15.0000000,18,56,15,PM,Night
185616,18:56:16.0000000,18,56,16,PM,Night
185617,18:56:17.0000000,18,56,17,PM,Night
185618,18:56:18.0000000,18,56,18,PM,Night
185619,18:56:19.0000000,18,56,19,PM,Night
185620,18:56:20.0000000,18,56,20,PM,Night
185621,18:56:21.0000000,18,56,21,PM,Night
185622,18:56:22.0000000,18,56,22,PM,Night
185623,18:56:23.0000000,18,56,23,PM,Night
185624,18:56:24.0000000,18,56,24,PM,Night
185625,18:56:25.0000000,18,56,25,PM,Night
185626,18:56:26.0000000,18,56,26,PM,Night
185627,18:56:27.0000000,18,56,27,PM,Night
185628,18:56:28.0000000,18,56,28,PM,Night
185629,18:56:29.0000000,18,56,29,PM,Night
185630,18:56:30.0000000,18,56,30,PM,Night
185631,18:56:31.0000000,18,56,31,PM,Night
185632,18:56:32.0000000,18,56,32,PM,Night
185633,18:56:33.0000000,18,56,33,PM,Night
185634,18:56:34.0000000,18,56,34,PM,Night
185635,18:56:35.0000000,18,56,35,PM,Night
185636,18:56:36.0000000,18,56,36,PM,Night
185637,18:56:37.0000000,18,56,37,PM,Night
185638,18:56:38.0000000,18,56,38,PM,Night
185639,18:56:39.0000000,18,56,39,PM,Night
185640,18:56:40.0000000,18,56,40,PM,Night
185641,18:56:41.0000000,18,56,41,PM,Night
185642,18:56:42.0000000,18,56,42,PM,Night
185643,18:56:43.0000000,18,56,43,PM,Night
185644,18:56:44.0000000,18,56,44,PM,Night
185645,18:56:45.0000000,18,56,45,PM,Night
185646,18:56:46.0000000,18,56,46,PM,Night
185647,18:56:47.0000000,18,56,47,PM,Night
185648,18:56:48.0000000,18,56,48,PM,Night
185649,18:56:49.0000000,18,56,49,PM,Night
185650,18:56:50.0000000,18,56,50,PM,Night
185651,18:56:51.0000000,18,56,51,PM,Night
185652,18:56:52.0000000,18,56,52,PM,Night
185653,18:56:53.0000000,18,56,53,PM,Night
185654,18:56:54.0000000,18,56,54,PM,Night
185655,18:56:55.0000000,18,56,55,PM,Night
185656,18:56:56.0000000,18,56,56,PM,Night
185657,18:56:57.0000000,18,56,57,PM,Night
185658,18:56:58.0000000,18,56,58,PM,Night
185659,18:56:59.0000000,18,56,59,PM,Night
185700,18:57:00.0000000,18,57,0,PM,Night
185701,18:57:01.0000000,18,57,1,PM,Night
185702,18:57:02.0000000,18,57,2,PM,Night
185703,18:57:03.0000000,18,57,3,PM,Night
185704,18:57:04.0000000,18,57,4,PM,Night
185705,18:57:05.0000000,18,57,5,PM,Night
185706,18:57:06.0000000,18,57,6,PM,Night
185707,18:57:07.0000000,18,57,7,PM,Night
185708,18:57:08.0000000,18,57,8,PM,Night
185709,18:57:09.0000000,18,57,9,PM,Night
185710,18:57:10.0000000,18,57,10,PM,Night
185711,18:57:11.0000000,18,57,11,PM,Night
185712,18:57:12.0000000,18,57,12,PM,Night
185713,18:57:13.0000000,18,57,13,PM,Night
185714,18:57:14.0000000,18,57,14,PM,Night
185715,18:57:15.0000000,18,57,15,PM,Night
185716,18:57:16.0000000,18,57,16,PM,Night
185717,18:57:17.0000000,18,57,17,PM,Night
185718,18:57:18.0000000,18,57,18,PM,Night
185719,18:57:19.0000000,18,57,19,PM,Night
185720,18:57:20.0000000,18,57,20,PM,Night
185721,18:57:21.0000000,18,57,21,PM,Night
185722,18:57:22.0000000,18,57,22,PM,Night
185723,18:57:23.0000000,18,57,23,PM,Night
185724,18:57:24.0000000,18,57,24,PM,Night
185725,18:57:25.0000000,18,57,25,PM,Night
185726,18:57:26.0000000,18,57,26,PM,Night
185727,18:57:27.0000000,18,57,27,PM,Night
185728,18:57:28.0000000,18,57,28,PM,Night
185729,18:57:29.0000000,18,57,29,PM,Night
185730,18:57:30.0000000,18,57,30,PM,Night
185731,18:57:31.0000000,18,57,31,PM,Night
185732,18:57:32.0000000,18,57,32,PM,Night
185733,18:57:33.0000000,18,57,33,PM,Night
185734,18:57:34.0000000,18,57,34,PM,Night
185735,18:57:35.0000000,18,57,35,PM,Night
185736,18:57:36.0000000,18,57,36,PM,Night
185737,18:57:37.0000000,18,57,37,PM,Night
185738,18:57:38.0000000,18,57,38,PM,Night
185739,18:57:39.0000000,18,57,39,PM,Night
185740,18:57:40.0000000,18,57,40,PM,Night
185741,18:57:41.0000000,18,57,41,PM,Night
185742,18:57:42.0000000,18,57,42,PM,Night
185743,18:57:43.0000000,18,57,43,PM,Night
185744,18:57:44.0000000,18,57,44,PM,Night
185745,18:57:45.0000000,18,57,45,PM,Night
185746,18:57:46.0000000,18,57,46,PM,Night
185747,18:57:47.0000000,18,57,47,PM,Night
185748,18:57:48.0000000,18,57,48,PM,Night
185749,18:57:49.0000000,18,57,49,PM,Night
185750,18:57:50.0000000,18,57,50,PM,Night
185751,18:57:51.0000000,18,57,51,PM,Night
185752,18:57:52.0000000,18,57,52,PM,Night
185753,18:57:53.0000000,18,57,53,PM,Night
185754,18:57:54.0000000,18,57,54,PM,Night
185755,18:57:55.0000000,18,57,55,PM,Night
185756,18:57:56.0000000,18,57,56,PM,Night
185757,18:57:57.0000000,18,57,57,PM,Night
185758,18:57:58.0000000,18,57,58,PM,Night
185759,18:57:59.0000000,18,57,59,PM,Night
185800,18:58:00.0000000,18,58,0,PM,Night
185801,18:58:01.0000000,18,58,1,PM,Night
185802,18:58:02.0000000,18,58,2,PM,Night
185803,18:58:03.0000000,18,58,3,PM,Night
185804,18:58:04.0000000,18,58,4,PM,Night
185805,18:58:05.0000000,18,58,5,PM,Night
185806,18:58:06.0000000,18,58,6,PM,Night
185807,18:58:07.0000000,18,58,7,PM,Night
185808,18:58:08.0000000,18,58,8,PM,Night
185809,18:58:09.0000000,18,58,9,PM,Night
185810,18:58:10.0000000,18,58,10,PM,Night
185811,18:58:11.0000000,18,58,11,PM,Night
185812,18:58:12.0000000,18,58,12,PM,Night
185813,18:58:13.0000000,18,58,13,PM,Night
185814,18:58:14.0000000,18,58,14,PM,Night
185815,18:58:15.0000000,18,58,15,PM,Night
185816,18:58:16.0000000,18,58,16,PM,Night
185817,18:58:17.0000000,18,58,17,PM,Night
185818,18:58:18.0000000,18,58,18,PM,Night
185819,18:58:19.0000000,18,58,19,PM,Night
185820,18:58:20.0000000,18,58,20,PM,Night
185821,18:58:21.0000000,18,58,21,PM,Night
185822,18:58:22.0000000,18,58,22,PM,Night
185823,18:58:23.0000000,18,58,23,PM,Night
185824,18:58:24.0000000,18,58,24,PM,Night
185825,18:58:25.0000000,18,58,25,PM,Night
185826,18:58:26.0000000,18,58,26,PM,Night
185827,18:58:27.0000000,18,58,27,PM,Night
185828,18:58:28.0000000,18,58,28,PM,Night
185829,18:58:29.0000000,18,58,29,PM,Night
185830,18:58:30.0000000,18,58,30,PM,Night
185831,18:58:31.0000000,18,58,31,PM,Night
185832,18:58:32.0000000,18,58,32,PM,Night
185833,18:58:33.0000000,18,58,33,PM,Night
185834,18:58:34.0000000,18,58,34,PM,Night
185835,18:58:35.0000000,18,58,35,PM,Night
185836,18:58:36.0000000,18,58,36,PM,Night
185837,18:58:37.0000000,18,58,37,PM,Night
185838,18:58:38.0000000,18,58,38,PM,Night
185839,18:58:39.0000000,18,58,39,PM,Night
185840,18:58:40.0000000,18,58,40,PM,Night
185841,18:58:41.0000000,18,58,41,PM,Night
185842,18:58:42.0000000,18,58,42,PM,Night
185843,18:58:43.0000000,18,58,43,PM,Night
185844,18:58:44.0000000,18,58,44,PM,Night
185845,18:58:45.0000000,18,58,45,PM,Night
185846,18:58:46.0000000,18,58,46,PM,Night
185847,18:58:47.0000000,18,58,47,PM,Night
185848,18:58:48.0000000,18,58,48,PM,Night
185849,18:58:49.0000000,18,58,49,PM,Night
185850,18:58:50.0000000,18,58,50,PM,Night
185851,18:58:51.0000000,18,58,51,PM,Night
185852,18:58:52.0000000,18,58,52,PM,Night
185853,18:58:53.0000000,18,58,53,PM,Night
185854,18:58:54.0000000,18,58,54,PM,Night
185855,18:58:55.0000000,18,58,55,PM,Night
185856,18:58:56.0000000,18,58,56,PM,Night
185857,18:58:57.0000000,18,58,57,PM,Night
185858,18:58:58.0000000,18,58,58,PM,Night
185859,18:58:59.0000000,18,58,59,PM,Night
185900,18:59:00.0000000,18,59,0,PM,Night
185901,18:59:01.0000000,18,59,1,PM,Night
185902,18:59:02.0000000,18,59,2,PM,Night
185903,18:59:03.0000000,18,59,3,PM,Night
185904,18:59:04.0000000,18,59,4,PM,Night
185905,18:59:05.0000000,18,59,5,PM,Night
185906,18:59:06.0000000,18,59,6,PM,Night
185907,18:59:07.0000000,18,59,7,PM,Night
185908,18:59:08.0000000,18,59,8,PM,Night
185909,18:59:09.0000000,18,59,9,PM,Night
185910,18:59:10.0000000,18,59,10,PM,Night
185911,18:59:11.0000000,18,59,11,PM,Night
185912,18:59:12.0000000,18,59,12,PM,Night
185913,18:59:13.0000000,18,59,13,PM,Night
185914,18:59:14.0000000,18,59,14,PM,Night
185915,18:59:15.0000000,18,59,15,PM,Night
185916,18:59:16.0000000,18,59,16,PM,Night
185917,18:59:17.0000000,18,59,17,PM,Night
185918,18:59:18.0000000,18,59,18,PM,Night
185919,18:59:19.0000000,18,59,19,PM,Night
185920,18:59:20.0000000,18,59,20,PM,Night
185921,18:59:21.0000000,18,59,21,PM,Night
185922,18:59:22.0000000,18,59,22,PM,Night
185923,18:59:23.0000000,18,59,23,PM,Night
185924,18:59:24.0000000,18,59,24,PM,Night
185925,18:59:25.0000000,18,59,25,PM,Night
185926,18:59:26.0000000,18,59,26,PM,Night
185927,18:59:27.0000000,18,59,27,PM,Night
185928,18:59:28.0000000,18,59,28,PM,Night
185929,18:59:29.0000000,18,59,29,PM,Night
185930,18:59:30.0000000,18,59,30,PM,Night
185931,18:59:31.0000000,18,59,31,PM,Night
185932,18:59:32.0000000,18,59,32,PM,Night
185933,18:59:33.0000000,18,59,33,PM,Night
185934,18:59:34.0000000,18,59,34,PM,Night
185935,18:59:35.0000000,18,59,35,PM,Night
185936,18:59:36.0000000,18,59,36,PM,Night
185937,18:59:37.0000000,18,59,37,PM,Night
185938,18:59:38.0000000,18,59,38,PM,Night
185939,18:59:39.0000000,18,59,39,PM,Night
185940,18:59:40.0000000,18,59,40,PM,Night
185941,18:59:41.0000000,18,59,41,PM,Night
185942,18:59:42.0000000,18,59,42,PM,Night
185943,18:59:43.0000000,18,59,43,PM,Night
185944,18:59:44.0000000,18,59,44,PM,Night
185945,18:59:45.0000000,18,59,45,PM,Night
185946,18:59:46.0000000,18,59,46,PM,Night
185947,18:59:47.0000000,18,59,47,PM,Night
185948,18:59:48.0000000,18,59,48,PM,Night
185949,18:59:49.0000000,18,59,49,PM,Night
185950,18:59:50.0000000,18,59,50,PM,Night
185951,18:59:51.0000000,18,59,51,PM,Night
185952,18:59:52.0000000,18,59,52,PM,Night
185953,18:59:53.0000000,18,59,53,PM,Night
185954,18:59:54.0000000,18,59,54,PM,Night
185955,18:59:55.0000000,18,59,55,PM,Night
185956,18:59:56.0000000,18,59,56,PM,Night
185957,18:59:57.0000000,18,59,57,PM,Night
185958,18:59:58.0000000,18,59,58,PM,Night
185959,18:59:59.0000000,18,59,59,PM,Night
190000,19:00:00.0000000,19,0,0,PM,Night
190001,19:00:01.0000000,19,0,1,PM,Night
190002,19:00:02.0000000,19,0,2,PM,Night
190003,19:00:03.0000000,19,0,3,PM,Night
190004,19:00:04.0000000,19,0,4,PM,Night
190005,19:00:05.0000000,19,0,5,PM,Night
190006,19:00:06.0000000,19,0,6,PM,Night
190007,19:00:07.0000000,19,0,7,PM,Night
190008,19:00:08.0000000,19,0,8,PM,Night
190009,19:00:09.0000000,19,0,9,PM,Night
190010,19:00:10.0000000,19,0,10,PM,Night
190011,19:00:11.0000000,19,0,11,PM,Night
190012,19:00:12.0000000,19,0,12,PM,Night
190013,19:00:13.0000000,19,0,13,PM,Night
190014,19:00:14.0000000,19,0,14,PM,Night
190015,19:00:15.0000000,19,0,15,PM,Night
190016,19:00:16.0000000,19,0,16,PM,Night
190017,19:00:17.0000000,19,0,17,PM,Night
190018,19:00:18.0000000,19,0,18,PM,Night
190019,19:00:19.0000000,19,0,19,PM,Night
190020,19:00:20.0000000,19,0,20,PM,Night
190021,19:00:21.0000000,19,0,21,PM,Night
190022,19:00:22.0000000,19,0,22,PM,Night
190023,19:00:23.0000000,19,0,23,PM,Night
190024,19:00:24.0000000,19,0,24,PM,Night
190025,19:00:25.0000000,19,0,25,PM,Night
190026,19:00:26.0000000,19,0,26,PM,Night
190027,19:00:27.0000000,19,0,27,PM,Night
190028,19:00:28.0000000,19,0,28,PM,Night
190029,19:00:29.0000000,19,0,29,PM,Night
190030,19:00:30.0000000,19,0,30,PM,Night
190031,19:00:31.0000000,19,0,31,PM,Night
190032,19:00:32.0000000,19,0,32,PM,Night
190033,19:00:33.0000000,19,0,33,PM,Night
190034,19:00:34.0000000,19,0,34,PM,Night
190035,19:00:35.0000000,19,0,35,PM,Night
190036,19:00:36.0000000,19,0,36,PM,Night
190037,19:00:37.0000000,19,0,37,PM,Night
190038,19:00:38.0000000,19,0,38,PM,Night
190039,19:00:39.0000000,19,0,39,PM,Night
190040,19:00:40.0000000,19,0,40,PM,Night
190041,19:00:41.0000000,19,0,41,PM,Night
190042,19:00:42.0000000,19,0,42,PM,Night
190043,19:00:43.0000000,19,0,43,PM,Night
190044,19:00:44.0000000,19,0,44,PM,Night
190045,19:00:45.0000000,19,0,45,PM,Night
190046,19:00:46.0000000,19,0,46,PM,Night
190047,19:00:47.0000000,19,0,47,PM,Night
190048,19:00:48.0000000,19,0,48,PM,Night
190049,19:00:49.0000000,19,0,49,PM,Night
190050,19:00:50.0000000,19,0,50,PM,Night
190051,19:00:51.0000000,19,0,51,PM,Night
190052,19:00:52.0000000,19,0,52,PM,Night
190053,19:00:53.0000000,19,0,53,PM,Night
190054,19:00:54.0000000,19,0,54,PM,Night
190055,19:00:55.0000000,19,0,55,PM,Night
190056,19:00:56.0000000,19,0,56,PM,Night
190057,19:00:57.0000000,19,0,57,PM,Night
190058,19:00:58.0000000,19,0,58,PM,Night
190059,19:00:59.0000000,19,0,59,PM,Night
190100,19:01:00.0000000,19,1,0,PM,Night
190101,19:01:01.0000000,19,1,1,PM,Night
190102,19:01:02.0000000,19,1,2,PM,Night
190103,19:01:03.0000000,19,1,3,PM,Night
190104,19:01:04.0000000,19,1,4,PM,Night
190105,19:01:05.0000000,19,1,5,PM,Night
190106,19:01:06.0000000,19,1,6,PM,Night
190107,19:01:07.0000000,19,1,7,PM,Night
190108,19:01:08.0000000,19,1,8,PM,Night
190109,19:01:09.0000000,19,1,9,PM,Night
190110,19:01:10.0000000,19,1,10,PM,Night
190111,19:01:11.0000000,19,1,11,PM,Night
190112,19:01:12.0000000,19,1,12,PM,Night
190113,19:01:13.0000000,19,1,13,PM,Night
190114,19:01:14.0000000,19,1,14,PM,Night
190115,19:01:15.0000000,19,1,15,PM,Night
190116,19:01:16.0000000,19,1,16,PM,Night
190117,19:01:17.0000000,19,1,17,PM,Night
190118,19:01:18.0000000,19,1,18,PM,Night
190119,19:01:19.0000000,19,1,19,PM,Night
190120,19:01:20.0000000,19,1,20,PM,Night
190121,19:01:21.0000000,19,1,21,PM,Night
190122,19:01:22.0000000,19,1,22,PM,Night
190123,19:01:23.0000000,19,1,23,PM,Night
190124,19:01:24.0000000,19,1,24,PM,Night
190125,19:01:25.0000000,19,1,25,PM,Night
190126,19:01:26.0000000,19,1,26,PM,Night
190127,19:01:27.0000000,19,1,27,PM,Night
190128,19:01:28.0000000,19,1,28,PM,Night
190129,19:01:29.0000000,19,1,29,PM,Night
190130,19:01:30.0000000,19,1,30,PM,Night
190131,19:01:31.0000000,19,1,31,PM,Night
190132,19:01:32.0000000,19,1,32,PM,Night
190133,19:01:33.0000000,19,1,33,PM,Night
190134,19:01:34.0000000,19,1,34,PM,Night
190135,19:01:35.0000000,19,1,35,PM,Night
190136,19:01:36.0000000,19,1,36,PM,Night
190137,19:01:37.0000000,19,1,37,PM,Night
190138,19:01:38.0000000,19,1,38,PM,Night
190139,19:01:39.0000000,19,1,39,PM,Night
190140,19:01:40.0000000,19,1,40,PM,Night
190141,19:01:41.0000000,19,1,41,PM,Night
190142,19:01:42.0000000,19,1,42,PM,Night
190143,19:01:43.0000000,19,1,43,PM,Night
190144,19:01:44.0000000,19,1,44,PM,Night
190145,19:01:45.0000000,19,1,45,PM,Night
190146,19:01:46.0000000,19,1,46,PM,Night
190147,19:01:47.0000000,19,1,47,PM,Night
190148,19:01:48.0000000,19,1,48,PM,Night
190149,19:01:49.0000000,19,1,49,PM,Night
190150,19:01:50.0000000,19,1,50,PM,Night
